daily_study_hours,homework_completion_rate,class_participation,exam_scores,attendance_rate,online_activity,assignment_quality,study_consistency,learning_progress,peer_interaction,resource_usage,time_management,goal_setting,feedback_usage,self_assessment,collaboration_skills,problem_solving,creativity,critical_thinking,emotional_regulation,is_exam_week,is_weekend,is_holiday_period,student_id,week_number,timestamp
1.0,0.8695,0.5903,0.561,0.6943,0.6249,0.5961,0.4319,0.7685,0.5647,0.3821,0.6926,0.589,0.4892,0.7114,0.763,0.5155,0.7277,0.3113,0.3176,0,0,1,S0375,7,2024-W07
1.0,1.0,0.7473,0.4904,0.7442,0.4053,0.6818,0.4046,0.7512,0.6796,0.2819,0.7981,0.6795,0.4814,0.636,0.6444,0.5808,0.7661,0.3047,0.3118,1,1,0,S0375,8,2024-W08
1.0,0.58,0.62,0.2302,0.4664,0.4884,0.3465,0.5753,0.589,0.2921,0.3297,0.497,0.3035,0.534,0.4334,0.3793,0.5164,0.7164,0.5463,0.5165,0,0,0,S0376,1,2024-W01
1.0,0.7009,0.5864,0.249,0.3911,0.3385,0.3726,0.546,0.5838,0.2401,0.2337,0.5334,0.271,0.5121,0.395,0.4803,0.5651,0.6944,0.5059,0.6151,0,1,0,S0376,2,2024-W02
1.0,0.7344,0.6039,0.2806,0.513,0.4508,0.3395,0.5829,0.5894,0.2621,0.3913,0.543,0.2924,0.4523,0.4675,0.373,0.5166,0.708,0.5689,0.5644,0,0,0,S0376,3,2024-W03
1.0,0.7584,0.7087,0.2787,0.446,0.4984,0.3524,0.6937,0.616,0.3137,0.4385,0.5604,0.3574,0.4398,0.4794,0.4422,0.5549,0.6414,0.6544,0.5949,1,0,0,S0376,4,2024-W04
1.0,0.7498,0.7613,0.3202,0.4389,0.3998,0.3693,0.7093,0.6396,0.3376,0.3301,0.5332,0.3013,0.5315,0.4494,0.4075,0.549,0.6158,0.5334,0.6811,0,1,0,S0376,5,2024-W05
1.0,0.7468,0.6918,0.3272,0.4717,0.5644,0.4678,0.6693,0.6142,0.2553,0.4802,0.6517,0.3036,0.5467,0.4414,0.461,0.5332,0.7542,0.6335,0.6525,0,0,1,S0376,6,2024-W06
1.0,0.8379,0.5659,0.3041,0.5192,0.3604,0.462,0.5946,0.7073,0.2664,0.2838,0.5786,0.3631,0.6219,0.4947,0.4404,0.5332,0.6863,0.6485,0.5776,0,1,1,S0376,7,2024-W07
1.0,1.0,0.8992,0.291,0.5352,0.4509,0.4201,0.6707,0.727,0.3684,0.3282,0.6605,0.4055,0.4996,0.4265,0.4511,0.5927,0.8122,0.5585,0.7501,1,1,0,S0376,8,2024-W08
1.0,0.8995,0.6461,0.3039,0.6048,0.7262,0.2822,0.4585,0.2688,0.5016,0.2826,0.4979,0.4259,0.4511,0.2824,0.2932,0.5,0.4317,0.4039,0.4249,0,0,0,S0377,1,2024-W01
1.0,0.8328,0.6959,0.331,0.651,0.4898,0.3037,0.5255,0.2639,0.4296,0.1836,0.4863,0.3748,0.4422,0.2557,0.3283,0.5841,0.4485,0.5295,0.4491,0,1,0,S0377,2,2024-W02
1.0,1.0,0.613,0.3283,0.7153,0.583,0.3254,0.5596,0.2866,0.4485,0.2376,0.5302,0.4873,0.4811,0.2719,0.3015,0.5225,0.4585,0.5751,0.43,0,1,0,S0377,3,2024-W03
1.0,1.0,0.7634,0.3823,0.7701,0.8123,0.3325,0.4879,0.3034,0.5196,0.3371,0.5327,0.4975,0.4975,0.3454,0.2826,0.5633,0.5013,0.5664,0.3878,1,0,0,S0377,4,2024-W04
1.0,0.7915,0.7325,0.361,0.6522,0.7528,0.342,0.5853,0.3574,0.4972,0.3394,0.5604,0.5244,0.4697,0.3416,0.3311,0.6706,0.5067,0.5848,0.3983,0,0,0,S0377,5,2024-W05
1.0,0.791,0.5578,0.4116,0.6911,0.5383,0.3294,0.5096,0.3219,0.4617,0.2023,0.5362,0.5053,0.462,0.3096,0.3627,0.6359,0.4438,0.583,0.4363,0,1,1,S0377,6,2024-W06
1.0,1.0,0.6624,0.3922,0.7421,0.7798,0.3376,0.522,0.3363,0.511,0.3211,0.5472,0.4365,0.5715,0.2893,0.3108,0.7412,0.4594,0.5412,0.4922,0,0,1,S0377,7,2024-W07
1.0,1.0,0.7699,0.3737,0.71,0.7003,0.3458,0.6034,0.3512,0.5947,0.2322,0.5402,0.4729,0.4726,0.3615,0.3529,0.6304,0.5239,0.5762,0.5348,1,1,0,S0377,8,2024-W08
1.0,0.6439,0.5459,0.2865,0.441,0.4605,0.4844,0.6211,0.5587,0.6388,0.2699,0.4119,0.4146,0.4644,0.2739,0.2819,0.3092,0.4072,0.5237,0.4887,0,1,0,S0378,1,2024-W01
1.0,0.72,0.4854,0.3127,0.4471,0.5814,0.5726,0.5185,0.5953,0.5181,0.3873,0.4519,0.4355,0.5487,0.229,0.2724,0.3517,0.4037,0.4902,0.4423,0,0,0,S0378,2,2024-W02
1.0,0.8282,0.6387,0.3139,0.4436,0.6759,0.5277,0.6747,0.664,0.5795,0.4051,0.4828,0.3743,0.576,0.2577,0.2776,0.3255,0.3684,0.5706,0.5453,0,0,0,S0378,3,2024-W03
1.0,0.9252,0.6388,0.346,0.401,0.7429,0.577,0.6064,0.5147,0.5871,0.4449,0.538,0.379,0.5993,0.2845,0.3111,0.3675,0.433,0.5027,0.5367,1,0,0,S0378,4,2024-W04
1.0,0.7878,0.5306,0.3467,0.4855,0.6769,0.651,0.6502,0.673,0.5523,0.4166,0.5405,0.4667,0.5857,0.2605,0.2757,0.3657,0.4631,0.59,0.4905,0,0,0,S0378,5,2024-W05
1.0,0.8213,0.5514,0.3753,0.4838,0.465,0.6605,0.685,0.5938,0.5363,0.3301,0.508,0.4896,0.6194,0.3173,0.2858,0.3832,0.4494,0.6459,0.5897,0,1,1,S0378,6,2024-W06
1.0,1.0,0.4782,0.3712,0.4216,0.5258,0.6149,0.6778,0.6793,0.5896,0.3043,0.5675,0.4868,0.5333,0.3308,0.3008,0.3377,0.4346,0.6224,0.5566,0,1,1,S0378,7,2024-W07
1.0,1.0,0.7298,0.3828,0.4667,0.6183,0.6731,0.6734,0.6915,0.7567,0.2639,0.5345,0.5165,0.6295,0.3038,0.2997,0.3448,0.401,0.7086,0.6155,1,1,0,S0378,8,2024-W08
1.0,0.7386,0.6646,0.3562,0.3827,0.5558,0.4233,0.4387,0.2709,0.2071,0.4389,0.3704,0.3387,0.5564,0.4844,0.3876,0.4106,0.481,0.5034,0.5513,0,1,0,S0379,1,2024-W01
1.0,0.7559,0.7439,0.3454,0.4846,0.45,0.4703,0.4386,0.3191,0.2298,0.4017,0.3971,0.4335,0.5582,0.5445,0.381,0.3555,0.5347,0.6305,0.6183,0,1,0,S0379,2,2024-W02
1.0,0.9778,0.7384,0.3898,0.4461,0.4686,0.4815,0.5648,0.3045,0.2807,0.4686,0.4337,0.3805,0.475,0.5592,0.392,0.4398,0.4453,0.5179,0.7134,0,1,0,S0379,3,2024-W03
1.0,0.9124,0.6535,0.4407,0.4421,0.788,0.5499,0.5404,0.3014,0.2319,0.6329,0.4468,0.4564,0.5077,0.5631,0.4173,0.3766,0.5074,0.6897,0.6839,1,0,0,S0379,4,2024-W04
1.0,0.8116,0.6287,0.4493,0.5377,0.5321,0.5021,0.4844,0.2967,0.2307,0.4558,0.5315,0.4145,0.5857,0.6669,0.3907,0.4394,0.5848,0.5876,0.7103,0,1,0,S0379,5,2024-W05
1.0,0.9119,0.5864,0.4981,0.5196,0.5751,0.5495,0.5452,0.3223,0.2145,0.5961,0.4505,0.5001,0.6182,0.5376,0.4131,0.4614,0.6394,0.7085,0.6471,0,1,1,S0379,6,2024-W06
1.0,1.0,0.5976,0.4762,0.4588,0.5413,0.5894,0.5656,0.3064,0.245,0.5566,0.4798,0.4618,0.5971,0.6267,0.5054,0.4553,0.5435,0.6925,0.8059,0,1,1,S0379,7,2024-W07
1.0,1.0,0.6478,0.4579,0.5559,0.739,0.5322,0.6738,0.3579,0.2993,0.8035,0.4333,0.4934,0.6512,0.6803,0.4043,0.3893,0.5602,0.6208,0.7713,1,0,0,S0379,8,2024-W08
1.0,0.5814,0.6064,0.3498,0.4237,0.4895,0.592,0.5849,0.6723,0.6051,0.298,0.5631,0.4589,0.5189,0.2502,0.393,0.566,0.2828,0.2307,0.258,0,1,0,S0380,1,2024-W01
1.0,0.7758,0.5667,0.3742,0.5731,0.5522,0.5429,0.4475,0.7701,0.6441,0.3568,0.6089,0.4786,0.4588,0.2891,0.3442,0.7074,0.3089,0.2559,0.2827,0,0,0,S0380,2,2024-W02
1.0,0.7473,0.5484,0.3761,0.5689,0.5751,0.5729,0.5286,0.6957,0.658,0.4334,0.7076,0.5111,0.5263,0.3,0.3781,0.6057,0.2945,0.2838,0.2701,0,0,0,S0380,3,2024-W03
1.0,0.9723,0.7038,0.3634,0.4731,0.4339,0.6374,0.5337,0.6706,0.7068,0.332,0.6151,0.48,0.5062,0.2648,0.3598,0.6275,0.2997,0.2386,0.3077,1,1,0,S0380,4,2024-W04
1.0,0.7027,0.7329,0.4203,0.5393,0.4354,0.6418,0.4877,0.7778,0.7013,0.3319,0.7548,0.4601,0.4781,0.3424,0.3807,0.7743,0.3129,0.3113,0.3595,0,1,0,S0380,5,2024-W05
1.0,0.7025,0.5727,0.4689,0.5356,0.7604,0.7166,0.5689,0.7382,0.5168,0.5245,0.704,0.516,0.4733,0.2799,0.401,0.7832,0.3015,0.3211,0.3535,0,0,1,S0380,6,2024-W06
1.0,0.9737,0.4935,0.4296,0.55,0.5804,0.7903,0.6121,0.7215,0.568,0.3197,0.6733,0.5438,0.5551,0.3098,0.4818,0.818,0.3591,0.2911,0.3174,0,1,1,S0380,7,2024-W07
1.0,0.9248,0.7083,0.4807,0.5567,0.5252,0.7626,0.5952,0.8469,0.6445,0.3326,0.6644,0.6483,0.6156,0.351,0.4024,0.7256,0.3104,0.2745,0.3032,1,1,0,S0380,8,2024-W08
1.0,0.7281,0.5878,0.4005,0.4883,0.3498,0.4536,0.6468,0.6771,0.2658,0.5547,0.5306,0.254,0.5506,0.2661,0.2679,0.3844,0.5702,0.6841,0.3359,0,0,0,S0381,1,2024-W01
1.0,0.6958,0.5529,0.4377,0.4393,0.2741,0.4061,0.6684,0.6862,0.2391,0.3984,0.6096,0.2759,0.5413,0.2759,0.2715,0.3651,0.6338,0.755,0.3777,0,1,0,S0381,2,2024-W02
1.0,0.7332,0.5528,0.4023,0.4275,0.2894,0.4453,0.56,0.8417,0.2475,0.4778,0.572,0.2284,0.4865,0.3233,0.2979,0.3687,0.6004,0.6216,0.3435,0,1,0,S0381,3,2024-W03
1.0,0.7718,0.5731,0.4548,0.4845,0.2579,0.468,0.5678,0.6861,0.286,0.4547,0.5661,0.2383,0.4896,0.3611,0.3114,0.4276,0.7061,0.627,0.3824,1,1,0,S0381,4,2024-W04
1.0,0.6624,0.6407,0.5118,0.5985,0.2991,0.4951,0.7382,0.7717,0.2653,0.4598,0.7013,0.282,0.4679,0.3268,0.3205,0.4052,0.7159,0.7722,0.3575,0,1,0,S0381,5,2024-W05
1.0,0.7298,0.5527,0.4827,0.5522,0.4215,0.5868,0.6771,0.8554,0.2234,0.7358,0.6182,0.2504,0.4994,0.392,0.3416,0.4093,0.5998,0.7314,0.3551,0,0,1,S0381,6,2024-W06
1.0,0.7968,0.6433,0.5519,0.631,0.3653,0.5666,0.8126,0.7871,0.2669,0.5997,0.644,0.269,0.5168,0.3167,0.3388,0.5105,0.7078,0.8161,0.4757,0,0,1,S0381,7,2024-W07
1.0,1.0,0.6669,0.5288,0.5226,0.3894,0.5068,0.6881,0.8,0.2713,0.7493,0.6077,0.2854,0.5633,0.3555,0.3298,0.4212,0.7371,0.8078,0.4216,1,0,0,S0381,8,2024-W08
1.0,0.7512,0.602,0.2852,0.2744,0.2197,0.365,0.3866,0.3552,0.2712,0.5226,0.232,0.622,0.5994,0.5822,0.5754,0.5803,0.3313,0.4949,0.2513,0,0,0,S0382,1,2024-W01
1.0,0.7277,0.6481,0.2588,0.2632,0.257,0.3678,0.4427,0.427,0.2915,0.5744,0.2838,0.709,0.5265,0.7069,0.5978,0.6522,0.3312,0.3929,0.292,0,0,0,S0382,2,2024-W02
1.0,0.778,0.6358,0.3091,0.2922,0.1807,0.4421,0.5047,0.4651,0.3154,0.3779,0.2921,0.5745,0.5981,0.691,0.5358,0.6943,0.3534,0.4941,0.284,0,1,0,S0382,3,2024-W03
1.0,0.9138,0.5799,0.3409,0.266,0.3096,0.4897,0.4156,0.4065,0.3338,0.5078,0.3149,0.7563,0.6917,0.6339,0.6542,0.6238,0.367,0.4792,0.3043,1,0,0,S0382,4,2024-W04
1.0,0.8537,0.5967,0.3381,0.2542,0.2031,0.4558,0.5336,0.3902,0.3233,0.4157,0.2516,0.7564,0.583,0.687,0.7249,0.6787,0.3981,0.492,0.2969,0,1,0,S0382,5,2024-W05
1.0,0.9254,0.4365,0.3223,0.2564,0.3113,0.4996,0.4537,0.5317,0.2793,0.5734,0.3352,0.6364,0.7088,0.6821,0.6244,0.7362,0.3261,0.5021,0.2946,0,0,1,S0382,6,2024-W06
1.0,0.9456,0.4484,0.3747,0.2963,0.3322,0.4841,0.4329,0.4369,0.2405,0.6063,0.2616,0.8515,0.6783,0.652,0.731,0.7785,0.3403,0.5832,0.32,0,0,1,S0382,7,2024-W07
1.0,1.0,0.7619,0.3733,0.3414,0.2704,0.52,0.4589,0.4417,0.3433,0.6311,0.3185,0.75,0.638,0.7779,0.7901,0.6988,0.3525,0.5087,0.3256,1,0,0,S0382,8,2024-W08
1.0,0.6538,0.4925,0.3473,0.5567,0.6416,0.5094,0.4919,0.4932,0.2773,0.4164,0.3507,0.3192,0.3733,0.3629,0.5262,0.5144,0.3192,0.3032,0.3998,0,0,0,S0383,1,2024-W01
1.0,0.6624,0.6467,0.3984,0.632,0.5543,0.5718,0.6244,0.4966,0.2659,0.3575,0.4222,0.3315,0.3327,0.3741,0.6279,0.5687,0.3322,0.2733,0.4092,0,0,0,S0383,2,2024-W02
1.0,0.703,0.6433,0.3933,0.7019,0.3955,0.5881,0.5892,0.42,0.2907,0.2933,0.3725,0.2696,0.3292,0.3815,0.702,0.486,0.358,0.2579,0.4662,0,1,0,S0383,3,2024-W03
1.0,0.7935,0.6045,0.3891,0.6463,0.4125,0.657,0.7115,0.4376,0.2665,0.3063,0.4966,0.2872,0.4023,0.3377,0.6918,0.5177,0.3405,0.3409,0.4441,1,1,0,S0383,4,2024-W04
1.0,0.7244,0.6934,0.4518,0.6369,0.7436,0.5971,0.6633,0.4371,0.2911,0.418,0.5107,0.3261,0.3793,0.4001,0.7183,0.4865,0.3772,0.3547,0.4927,0,0,0,S0383,5,2024-W05
1.0,0.8456,0.5249,0.4888,0.7614,0.4564,0.7123,0.6619,0.4666,0.236,0.2833,0.4739,0.3638,0.4291,0.4322,0.6455,0.5066,0.3772,0.2899,0.4348,0,1,1,S0383,6,2024-W06
1.0,0.7947,0.5318,0.4579,0.7092,0.6015,0.7044,0.7183,0.5887,0.2149,0.4444,0.4462,0.3945,0.4346,0.3774,0.6696,0.6426,0.4312,0.3215,0.5096,0,0,1,S0383,7,2024-W07
1.0,1.0,0.7206,0.4714,0.8165,0.4975,0.7206,0.7443,0.5657,0.276,0.287,0.4304,0.3332,0.4028,0.4183,0.7952,0.6227,0.3883,0.3563,0.5428,1,1,0,S0383,8,2024-W08
1.0,0.6193,0.7609,0.2108,0.3127,0.5034,0.2813,0.6896,0.4261,0.4396,0.5778,0.3718,0.6691,0.3443,0.5202,0.7122,0.2581,0.4425,0.4775,0.432,0,0,0,S0384,1,2024-W01
1.0,0.6514,0.6307,0.2456,0.3853,0.5585,0.3253,0.737,0.3987,0.4525,0.5615,0.3794,0.6471,0.3293,0.5648,0.7502,0.2749,0.4577,0.4879,0.4316,0,0,0,S0384,2,2024-W02
1.0,0.7633,0.6367,0.2455,0.3844,0.3819,0.357,0.737,0.4539,0.3805,0.4267,0.3145,0.7003,0.3018,0.5185,0.7309,0.2474,0.4531,0.595,0.5174,0,1,0,S0384,3,2024-W03
1.0,1.0,0.611,0.2964,0.3624,0.4841,0.3255,0.6327,0.4409,0.5165,0.469,0.3056,0.7418,0.3632,0.5364,0.7616,0.2515,0.4508,0.5083,0.5409,1,1,0,S0384,4,2024-W04
1.0,0.8465,0.7704,0.2859,0.3399,0.3804,0.4079,0.6498,0.4779,0.4173,0.4573,0.372,0.7834,0.3204,0.5664,0.683,0.3231,0.4806,0.6082,0.5139,0,1,0,S0384,5,2024-W05
1.0,0.816,0.5743,0.2785,0.4005,0.4892,0.4005,0.7523,0.4036,0.3739,0.4045,0.3788,0.7933,0.3685,0.4868,0.7608,0.3303,0.4838,0.5113,0.4491,0,1,1,S0384,6,2024-W06
1.0,0.9244,0.6431,0.3157,0.4077,0.6304,0.3944,0.7365,0.4315,0.4058,0.6323,0.4236,0.6898,0.3421,0.506,0.6816,0.3495,0.5036,0.6557,0.5297,0,0,1,S0384,7,2024-W07
1.0,0.96,0.8534,0.2996,0.4338,0.603,0.4209,0.7066,0.5345,0.4465,0.6325,0.3963,0.6472,0.4233,0.5529,0.8693,0.2773,0.476,0.5328,0.48,1,0,0,S0384,8,2024-W08
1.0,0.6935,0.6496,0.5093,0.4066,0.6546,0.4494,0.5686,0.4501,0.3825,0.5095,0.399,0.5976,0.273,0.4897,0.293,0.5378,0.3193,0.4602,0.2816,0,0,0,S0385,1,2024-W01
1.0,0.8027,0.6496,0.4729,0.4037,0.6675,0.4789,0.572,0.4627,0.4673,0.437,0.3643,0.5789,0.245,0.4701,0.2993,0.6755,0.2954,0.4625,0.2894,0,0,0,S0385,2,2024-W02
1.0,0.8041,0.6391,0.5586,0.3526,0.4927,0.4496,0.6527,0.4289,0.5097,0.3387,0.3845,0.6331,0.23,0.483,0.3027,0.5513,0.3229,0.484,0.3318,0,1,0,S0385,3,2024-W03
1.0,0.999,0.7646,0.5794,0.3416,0.5491,0.5659,0.7076,0.4495,0.4765,0.3981,0.4841,0.6,0.303,0.5493,0.2979,0.69,0.3201,0.4242,0.3163,1,1,0,S0385,4,2024-W04
1.0,0.7427,0.7292,0.5702,0.4693,0.7109,0.5578,0.5848,0.4166,0.5085,0.5583,0.3884,0.6288,0.2978,0.5085,0.3984,0.7786,0.2777,0.5152,0.3567,0,0,0,S0385,5,2024-W05
1.0,0.9339,0.5083,0.6772,0.4788,0.7323,0.6168,0.7825,0.4132,0.3767,0.4657,0.5003,0.6024,0.3281,0.5818,0.3525,0.6697,0.3835,0.4982,0.3199,0,0,1,S0385,6,2024-W06
1.0,0.8815,0.5639,0.6826,0.4411,0.7797,0.5494,0.6871,0.4865,0.4516,0.4769,0.5211,0.6507,0.2885,0.5846,0.3361,0.8213,0.3577,0.4606,0.4382,0,0,1,S0385,7,2024-W07
1.0,1.0,0.8838,0.6403,0.4834,0.6275,0.5885,0.8385,0.5639,0.4441,0.3867,0.4641,0.5989,0.2924,0.6722,0.3787,0.8113,0.3361,0.4234,0.3842,1,1,0,S0385,8,2024-W08
1.0,0.6529,0.6847,0.2197,0.2444,0.2315,0.5602,0.3374,0.378,0.5397,0.1886,0.508,0.624,0.447,0.3491,0.271,0.4369,0.5525,0.3473,0.5369,0,1,0,S0386,1,2024-W01
1.0,0.6787,0.5546,0.2676,0.3041,0.2382,0.6414,0.3417,0.3064,0.5539,0.2212,0.551,0.4859,0.5124,0.3297,0.3458,0.5839,0.4312,0.3113,0.6171,0,1,0,S0386,2,2024-W02
1.0,0.8198,0.594,0.2444,0.248,0.2178,0.6159,0.3116,0.4132,0.7165,0.2314,0.4634,0.6605,0.4885,0.3743,0.2771,0.5909,0.4717,0.3346,0.6861,0,1,0,S0386,3,2024-W03
1.0,0.8345,0.7291,0.2775,0.2455,0.2364,0.6862,0.3287,0.3303,0.6427,0.231,0.6187,0.6147,0.48,0.336,0.2944,0.5253,0.5002,0.3235,0.6479,1,1,0,S0386,4,2024-W04
1.0,0.8364,0.6885,0.3003,0.28,0.3345,0.7203,0.324,0.3764,0.7757,0.3078,0.5903,0.6329,0.5021,0.3631,0.361,0.6398,0.5323,0.3116,0.6311,0,0,0,S0386,5,2024-W05
1.0,0.8503,0.5154,0.2999,0.328,0.3192,0.6749,0.3721,0.4426,0.497,0.3738,0.5086,0.6618,0.6262,0.3856,0.2998,0.5526,0.5239,0.4093,0.655,0,0,1,S0386,6,2024-W06
1.0,0.8657,0.6577,0.2875,0.3095,0.2755,0.6825,0.4101,0.3517,0.5202,0.2548,0.5709,0.5666,0.5696,0.3519,0.3115,0.5615,0.5264,0.3502,0.7436,0,1,1,S0386,7,2024-W07
1.0,1.0,0.8838,0.2859,0.3487,0.2362,0.6753,0.3773,0.4708,0.6197,0.2859,0.6352,0.6077,0.6352,0.3956,0.4082,0.6695,0.5244,0.341,0.709,1,1,0,S0386,8,2024-W08
1.0,0.7852,0.5923,0.3085,0.2879,0.4406,0.4925,0.5449,0.545,0.6353,0.4975,0.4373,0.4344,0.5353,0.3322,0.3008,0.4286,0.3087,0.5932,0.438,0,1,0,S0387,1,2024-W01
1.0,0.8436,0.6863,0.3246,0.271,0.8637,0.5491,0.4832,0.7172,0.7368,0.7217,0.4993,0.3831,0.472,0.334,0.3078,0.4505,0.2486,0.6202,0.4554,0,0,0,S0387,2,2024-W02
1.0,1.0,0.6653,0.3567,0.2412,0.5261,0.5673,0.5638,0.5597,0.7202,0.5015,0.5322,0.3547,0.5269,0.4313,0.26,0.4773,0.2731,0.5618,0.4446,0,1,0,S0387,3,2024-W03
1.0,1.0,0.7574,0.3735,0.3197,0.501,0.54,0.5404,0.7248,0.6294,0.4597,0.5048,0.3878,0.506,0.4362,0.2849,0.3885,0.2762,0.6214,0.548,1,1,0,S0387,4,2024-W04
1.0,0.8572,0.6181,0.4041,0.3342,0.505,0.6411,0.4843,0.7953,0.6508,0.4617,0.5864,0.4052,0.5806,0.4551,0.3385,0.4771,0.3362,0.7005,0.5552,0,1,0,S0387,5,2024-W05
1.0,1.0,0.6472,0.3489,0.3321,0.737,0.5998,0.5348,0.7205,0.5863,0.8051,0.5116,0.4498,0.5139,0.4192,0.2879,0.4483,0.3188,0.7524,0.5561,0,0,1,S0387,6,2024-W06
1.0,1.0,0.533,0.3626,0.2893,0.7425,0.6255,0.5624,0.6874,0.5429,0.7721,0.4784,0.5229,0.6156,0.4556,0.3676,0.4098,0.3218,0.7162,0.667,0,0,1,S0387,7,2024-W07
1.0,1.0,0.7071,0.397,0.341,0.8702,0.5775,0.6638,0.7147,0.8366,0.8157,0.5723,0.5022,0.7034,0.467,0.2999,0.4545,0.3211,0.825,0.5172,1,0,0,S0387,8,2024-W08
1.0,0.7354,0.4537,0.309,0.4894,0.7439,0.242,0.4516,0.6492,0.4132,0.5556,0.3733,0.4287,0.4116,0.6814,0.5123,0.5798,0.3625,0.3657,0.4819,0,0,0,S0388,1,2024-W01
1.0,0.8521,0.5117,0.3318,0.4855,0.6771,0.3021,0.4816,0.6694,0.4535,0.4372,0.4529,0.5182,0.4625,0.6572,0.4649,0.5922,0.3347,0.3435,0.5125,0,0,0,S0388,2,2024-W02
1.0,0.8711,0.4727,0.3453,0.4918,0.6731,0.3117,0.4727,0.5871,0.4204,0.4973,0.3999,0.5188,0.4826,0.6843,0.4168,0.5319,0.3563,0.3054,0.5228,0,0,0,S0388,3,2024-W03
1.0,1.0,0.6024,0.3122,0.4483,0.7455,0.3332,0.5188,0.5713,0.5647,0.5521,0.3638,0.4706,0.4584,0.7568,0.4314,0.6191,0.3943,0.3053,0.568,1,0,0,S0388,4,2024-W04
1.0,0.9673,0.4609,0.3787,0.4204,0.6981,0.3019,0.5643,0.57,0.5603,0.5769,0.4661,0.4285,0.4519,0.7805,0.4864,0.4969,0.3466,0.3558,0.5772,0,0,0,S0388,5,2024-W05
1.0,0.8541,0.3962,0.4067,0.4757,0.5154,0.3437,0.5054,0.6202,0.3697,0.4171,0.4228,0.5035,0.4945,0.5939,0.5805,0.6365,0.4204,0.4289,0.6337,0,1,1,S0388,6,2024-W06
1.0,0.9193,0.4751,0.3715,0.4574,0.6167,0.3758,0.501,0.7657,0.38,0.4573,0.4438,0.5049,0.4699,0.6307,0.5102,0.6595,0.4102,0.3295,0.5714,0,1,1,S0388,7,2024-W07
1.0,1.0,0.6072,0.3893,0.5927,0.8542,0.3248,0.5673,0.6784,0.6169,0.6,0.4742,0.5929,0.4758,0.7462,0.5167,0.6705,0.4466,0.4152,0.563,1,0,0,S0388,8,2024-W08
1.0,0.7773,0.6187,0.5197,0.5487,0.5156,0.4258,0.4718,0.5959,0.488,0.5338,0.3477,0.2545,0.3465,0.2928,0.4698,0.5756,0.7087,0.6212,0.4393,0,0,0,S0389,1,2024-W01
1.0,0.6382,0.6481,0.4859,0.5537,0.5651,0.5099,0.425,0.6678,0.5434,0.5567,0.2859,0.248,0.3527,0.3113,0.3791,0.5593,0.6196,0.5713,0.5257,0,0,0,S0389,2,2024-W02
1.0,0.9073,0.6929,0.5248,0.552,0.5876,0.5338,0.4152,0.7566,0.4439,0.5889,0.3007,0.2908,0.2871,0.3086,0.423,0.5464,0.7361,0.6881,0.4783,0,0,0,S0389,3,2024-W03
1.0,1.0,0.6894,0.5448,0.5718,0.6126,0.5659,0.4537,0.6595,0.4554,0.6193,0.3458,0.3334,0.3514,0.3804,0.4099,0.5067,0.7641,0.5949,0.5457,1,0,0,S0389,4,2024-W04
1.0,0.8359,0.6018,0.6703,0.693,0.5,0.6302,0.4859,0.7669,0.4494,0.467,0.3094,0.3208,0.3812,0.4065,0.5442,0.6239,0.7615,0.599,0.5674,0,1,0,S0389,5,2024-W05
1.0,0.7892,0.4911,0.6613,0.6233,0.6549,0.5847,0.5457,0.6963,0.4127,0.6533,0.4012,0.3359,0.3562,0.4226,0.563,0.5434,0.7761,0.769,0.561,0,0,1,S0389,6,2024-W06
1.0,0.8912,0.5812,0.605,0.7081,0.473,0.6632,0.552,0.6988,0.4087,0.5228,0.3199,0.3171,0.4261,0.3819,0.4719,0.5822,0.6868,0.7032,0.5724,0,1,1,S0389,7,2024-W07
1.0,1.0,0.6736,0.6208,0.673,0.7417,0.6079,0.5778,0.6809,0.5604,0.6467,0.4316,0.359,0.3932,0.4561,0.4548,0.7073,0.8261,0.6485,0.6219,1,0,0,S0389,8,2024-W08
1.0,0.8091,0.6031,0.5813,0.2791,0.2591,0.278,0.3254,0.2422,0.2748,0.3251,0.2512,0.5219,0.2734,0.3377,0.3769,0.6059,0.5743,0.5297,0.2874,0,1,0,S0390,1,2024-W01
1.0,0.7081,0.6211,0.632,0.2818,0.3876,0.2903,0.3587,0.252,0.2267,0.4937,0.2666,0.5332,0.3081,0.3802,0.3456,0.7292,0.5456,0.444,0.3045,0,0,0,S0390,2,2024-W02
1.0,0.7883,0.7342,0.6198,0.2671,0.2589,0.279,0.3378,0.2365,0.22,0.3977,0.2622,0.5473,0.3083,0.3701,0.3283,0.6045,0.6536,0.4684,0.2543,0,1,0,S0390,3,2024-W03
1.0,0.9982,0.6528,0.6,0.3404,0.3348,0.31,0.3838,0.2987,0.2344,0.5478,0.3458,0.5407,0.3088,0.3478,0.3434,0.6358,0.6411,0.541,0.2814,1,0,0,S0390,4,2024-W04
1.0,0.8924,0.7121,0.6762,0.3719,0.2644,0.3213,0.3823,0.2633,0.2317,0.3433,0.2887,0.7051,0.2883,0.3674,0.4607,0.805,0.6395,0.5567,0.2866,0,1,0,S0390,5,2024-W05
1.0,0.9246,0.536,0.6836,0.317,0.3544,0.3171,0.3716,0.2867,0.2056,0.6096,0.3115,0.6439,0.3405,0.3575,0.4427,0.6753,0.5975,0.4898,0.2763,0,0,1,S0390,6,2024-W06
