source,target,type,weight,features
575,1020,takes,0.69,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.69}"
575,1015,takes,0.36,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.36}"
575,1036,takes,0.69,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.69}"
575,1030,takes,0.7,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.7}"
576,1009,takes,0.74,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.74}"
576,1033,takes,0.92,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.92}"
576,1021,takes,0.94,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.94}"
576,1025,takes,0.56,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.56}"
576,1020,takes,0.66,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.66}"
576,1016,takes,0.66,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.66}"
576,1029,takes,0.56,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.56}"
576,1015,takes,0.41,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.41}"
576,1018,takes,0.69,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.69}"
576,1010,takes,0.67,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.67}"
576,1019,takes,0.59,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.59}"
576,1023,takes,0.71,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.71}"
576,1027,takes,0.82,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.82}"
577,1008,takes,0.75,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.75}"
577,1009,takes,0.84,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.84}"
577,1032,takes,0.94,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.94}"
577,1033,takes,0.94,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.94}"
577,1036,takes,0.51,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.51}"
577,1027,takes,0.64,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.64}"
577,1013,takes,0.78,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.78}"
577,1024,takes,0.77,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.77}"
577,1012,takes,0.77,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.77}"
577,1019,takes,0.75,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.75}"
577,1011,takes,0.68,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.68}"
577,1035,takes,0.74,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.74}"
577,1026,takes,0.6,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.6}"
577,1018,takes,0.48,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.48}"
577,1010,takes,0.77,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.77}"
578,1008,takes,0.87,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.87}"
578,1031,takes,0.59,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.59}"
578,1010,takes,0.57,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.57}"
578,1020,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
578,1030,takes,0.8,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.8}"
578,1035,takes,0.78,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.78}"
578,1036,takes,0.67,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.67}"
578,1016,takes,0.6,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.6}"
578,1019,takes,0.57,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.57}"
579,1008,takes,0.81,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.81}"
579,1020,takes,0.61,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.61}"
579,1017,takes,0.75,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.75}"
579,1036,takes,0.85,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.85}"
579,1015,takes,0.79,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.79}"
579,1030,takes,0.81,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.81}"
579,1014,takes,0.48,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.48}"
579,1032,takes,0.91,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.91}"
579,1029,takes,0.59,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.59}"
579,1033,takes,0.9,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.9}"
579,1019,takes,0.71,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.71}"
579,1010,takes,0.72,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.72}"
579,1012,takes,0.64,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.64}"
579,1024,takes,0.73,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.73}"
579,1021,takes,0.87,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.87}"
580,1022,takes,0.66,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.66}"
580,1034,takes,0.77,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.77}"
580,1031,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
580,1030,takes,0.58,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.58}"
580,1023,takes,0.6,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.6}"
580,1025,takes,0.72,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.72}"
580,1019,takes,0.57,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.57}"
580,1027,takes,0.68,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.68}"
580,1012,takes,0.6,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.6}"
580,1035,takes,0.61,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.61}"
580,1020,takes,0.8,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.8}"
580,1033,takes,0.71,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.71}"
581,1008,takes,0.65,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.65}"
581,1021,takes,0.87,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.87}"
581,1033,takes,0.7,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.7}"
581,1035,takes,0.73,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.73}"
581,1012,takes,0.75,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.75}"
581,1027,takes,0.75,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.75}"
581,1031,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
581,1015,takes,0.43,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.43}"
581,1017,takes,0.45,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.45}"
581,1034,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
581,1030,takes,0.61,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.61}"
582,1022,takes,0.73,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.73}"
582,1009,takes,0.72,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.72}"
582,1032,takes,0.81,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.81}"
582,1033,takes,0.95,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.95}"
582,1025,takes,0.77,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.77}"
582,1010,takes,0.63,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.63}"
582,1015,takes,0.52,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.52}"
582,1018,takes,0.72,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.72}"
582,1017,takes,0.71,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.71}"
583,1009,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
583,1033,takes,0.88,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.88}"
583,1034,takes,0.52,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.52}"
583,1014,takes,0.65,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.65}"
583,1027,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
583,1011,takes,0.61,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.61}"
583,1031,takes,0.67,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.67}"
583,1029,takes,0.62,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.62}"
583,1012,takes,0.46,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.46}"
583,1016,takes,0.8,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.8}"
583,1026,takes,0.69,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.69}"
584,1008,takes,0.82,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.82}"
584,1023,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
584,1010,takes,0.55,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.55}"
584,1029,takes,0.62,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.62}"
584,1018,takes,0.76,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.76}"
584,1034,takes,0.52,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.52}"
584,1019,takes,0.62,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.62}"
584,1033,takes,0.94,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.94}"
584,1017,takes,0.66,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.66}"
584,1012,takes,0.53,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.53}"
585,1009,takes,0.84,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.84}"
585,1008,takes,0.72,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.72}"
585,1022,takes,0.58,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.58}"
585,1033,takes,0.94,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.94}"
585,1021,takes,0.92,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.92}"
585,1023,takes,0.7,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.7}"
585,1029,takes,0.79,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.79}"
585,1036,takes,0.77,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.77}"
585,1016,takes,0.77,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.77}"
585,1013,takes,0.77,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.77}"
586,1008,takes,0.55,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.55}"
586,1027,takes,0.49,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.49}"
586,1013,takes,0.81,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.81}"
586,1021,takes,0.83,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.83}"
586,1011,takes,0.79,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.79}"
586,1030,takes,0.65,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.65}"
586,1014,takes,0.71,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.71}"
586,1031,takes,0.57,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.57}"
586,1026,takes,0.61,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.61}"
586,1032,takes,0.71,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.71}"
586,1019,takes,0.63,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.63}"
586,1036,takes,0.45,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.45}"
586,1029,takes,0.7,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.7}"
586,1015,takes,0.65,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.65}"
586,1017,takes,0.83,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.83}"
587,1022,takes,0.55,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.55}"
587,1009,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
587,1033,takes,0.78,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.78}"
587,1025,takes,0.84,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.84}"
587,1021,takes,0.88,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.88}"
587,1011,takes,0.4,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.4}"
587,1030,takes,0.65,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.65}"
587,1017,takes,0.68,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.68}"
587,1013,takes,0.83,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.83}"
587,1026,takes,0.72,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.72}"
587,1019,takes,0.63,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.63}"
587,1010,takes,0.66,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.66}"
587,1014,takes,0.85,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.85}"
587,1029,takes,0.76,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.76}"
587,1020,takes,0.75,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.75}"
588,1022,takes,0.55,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.55}"
588,1008,takes,0.72,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.72}"
588,1023,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
588,1029,takes,0.68,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.68}"
588,1020,takes,0.83,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.83}"
588,1035,takes,0.59,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.59}"
588,1012,takes,0.74,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.74}"
588,1026,takes,0.74,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.74}"
588,1015,takes,0.44,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.44}"
588,1021,takes,0.84,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.84}"
588,1027,takes,0.66,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.66}"
588,1017,takes,0.51,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.51}"
588,1014,takes,0.74,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.74}"
588,1019,takes,0.53,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.53}"
588,1025,takes,0.79,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.79}"
589,1008,takes,0.82,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.82}"
589,1023,takes,0.78,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.78}"
589,1009,takes,0.95,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.95}"
589,1033,takes,0.73,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.73}"
589,1010,takes,0.72,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.72}"
589,1022,takes,0.38,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.38}"
589,1029,takes,0.51,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.51}"
589,1013,takes,0.64,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.64}"
589,1014,takes,0.79,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.79}"
589,1012,takes,0.49,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.49}"
589,1018,takes,0.58,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.58}"
589,1030,takes,0.75,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.75}"
589,1020,takes,0.73,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.73}"
589,1016,takes,0.55,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.55}"
590,1022,takes,0.69,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.69}"
590,1027,takes,0.81,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.81}"
590,1016,takes,0.6,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.6}"
590,1012,takes,0.67,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.67}"
590,1031,takes,0.62,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.62}"
590,1017,takes,0.66,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.66}"
590,1011,takes,0.65,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.65}"
590,1010,takes,0.79,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.79}"
590,1025,takes,0.65,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.65}"
590,1034,takes,0.73,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.73}"
590,1014,takes,0.6,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.6}"
590,1018,takes,0.79,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.79}"
590,1023,takes,0.73,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.73}"
590,1029,takes,0.65,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.65}"
591,1022,takes,0.68,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.68}"
591,1009,takes,0.94,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.94}"
591,1010,takes,0.6,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.6}"
591,1028,takes,0.61,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.61}"
591,1013,takes,0.69,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.69}"
591,1024,takes,0.79,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.79}"
591,1014,takes,0.76,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.76}"
591,1034,takes,0.73,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.73}"
591,1035,takes,0.73,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.73}"
592,1008,takes,0.78,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.78}"
592,1023,takes,0.74,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.74}"
592,1029,takes,0.67,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.67}"
592,1017,takes,0.55,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.55}"
592,1014,takes,0.83,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.83}"
592,1024,takes,0.71,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.71}"
592,1018,takes,0.77,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.77}"
592,1019,takes,0.61,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.61}"
592,1027,takes,0.7,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.7}"
593,1008,takes,0.9,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.9}"
593,1023,takes,0.56,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.56}"
593,1029,takes,0.73,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.73}"
593,1030,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.71}"
593,1027,takes,0.65,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.65}"
593,1011,takes,0.65,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.65}"
593,1025,takes,0.79,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.79}"
593,1014,takes,0.7,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.7}"
593,1026,takes,0.81,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.81}"
593,1015,takes,0.65,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.65}"
594,1022,takes,0.35,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.35}"
594,1008,takes,0.82,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.82}"
594,1020,takes,0.6,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.6}"
594,1017,takes,0.85,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.85}"
594,1011,takes,0.6,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.6}"
594,1031,takes,0.76,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.76}"
594,1018,takes,0.7,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.7}"
594,1025,takes,0.74,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.74}"
594,1035,takes,0.79,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.79}"
594,1010,takes,0.75,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.75}"
595,1009,takes,0.83,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.83}"
595,1021,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
595,1022,takes,0.6,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.6}"
595,1036,takes,0.78,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.78}"
595,1027,takes,0.74,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.74}"
595,1016,takes,0.65,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.65}"
595,1012,takes,0.51,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.51}"
595,1017,takes,0.7,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.7}"
595,1023,takes,0.62,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.62}"
595,1029,takes,0.7,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.7}"
595,1028,takes,0.35,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.35}"
